msa_cod10,msa10_name,year,msa10_pop
40140,"Riverside-San Bernardino-Ontario, CA",1990,2588800
40140,"Riverside-San Bernardino-Ontario, CA",2000,3254830
40140,"Riverside-San Bernardino-Ontario, CA",2010,4224851
40220,"Roanoke, VA",1990,268463
40220,"Roanoke, VA",2000,288274
40220,"Roanoke, VA",2010,308707
40340,"Rochester, MN",1990,141945
40340,"Rochester, MN",2000,163618
40340,"Rochester, MN",2010,186011
40380,"Rochester, NY",1990,1002409
40380,"Rochester, NY",2000,1037831
40380,"Rochester, NY",2010,1054323
40420,"Rockford, IL",1990,283719
40420,"Rockford, IL",2000,320204
40420,"Rockford, IL",2010,349431
40580,"Rocky Mount, NC",1990,133232
40580,"Rocky Mount, NC",2000,143026
40580,"Rocky Mount, NC",2010,152392
40660,"Rome, GA",1990,81249
40660,"Rome, GA",2000,90563
40660,"Rome, GA",2010,96317
40900,"Sacramento--Arden-Arcade--Roseville, CA",1990,1481241
40900,"Sacramento--Arden-Arcade--Roseville, CA",2000,1796857
40900,"Sacramento--Arden-Arcade--Roseville, CA",2010,2149127
40980,"Saginaw-Saginaw Township North, MI",1990,211946
40980,"Saginaw-Saginaw Township North, MI",2000,210039
40980,"Saginaw-Saginaw Township North, MI",2010,200169
41420,"Salem, OR",1990,278024
41420,"Salem, OR",2000,347214
41420,"Salem, OR",2010,390738
41500,"Salinas, CA",1990,355673
41500,"Salinas, CA",2000,401762
41500,"Salinas, CA",2010,415057
41540,"Salisbury, MD",1990,97779
41540,"Salisbury, MD",2000,109391
41540,"Salisbury, MD",2010,125203
41620,"Salt Lake City, UT",1990,768061
41620,"Salt Lake City, UT",2000,968853
41620,"Salt Lake City, UT",2010,1124197
41660,"San Angelo, TX",1990,100087
41660,"San Angelo, TX",2000,105781
41660,"San Angelo, TX",2010,111823
41700,"San Antonio-New Braunfels, TX",1990,1407744
41700,"San Antonio-New Braunfels, TX",2000,1711703
41700,"San Antonio-New Braunfels, TX",2010,2142508
41740,"San Diego-Carlsbad-San Marcos, CA",1990,2498016
41740,"San Diego-Carlsbad-San Marcos, CA",2000,2813833
41740,"San Diego-Carlsbad-San Marcos, CA",2010,3095313
41860,"San Francisco-Oakland-Fremont, CA",1990,3686587
41860,"San Francisco-Oakland-Fremont, CA",2000,4123734
41860,"San Francisco-Oakland-Fremont, CA",2010,4335391
41940,"San Jose-Sunnyvale-Santa Clara, CA",1990,1534285
41940,"San Jose-Sunnyvale-Santa Clara, CA",2000,1735825
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,1836911
42020,"San Luis Obispo-Paso Robles, CA",1990,217162
42020,"San Luis Obispo-Paso Robles, CA",2000,246681
42020,"San Luis Obispo-Paso Robles, CA",2010,269637
41780,"Sandusky, OH",1990,76792
41780,"Sandusky, OH",2000,79548
41780,"Sandusky, OH",2010,77079
42060,"Santa Barbara-Santa Maria-Goleta, CA",1990,369610
42060,"Santa Barbara-Santa Maria-Goleta, CA",2000,399350
42060,"Santa Barbara-Santa Maria-Goleta, CA",2010,423895
42100,"Santa Cruz-Watsonville, CA",1990,229715
42100,"Santa Cruz-Watsonville, CA",2000,255602
42100,"Santa Cruz-Watsonville, CA",2010,262382
42140,"Santa Fe, NM",1990,98928
42140,"Santa Fe, NM",2000,129292
42140,"Santa Fe, NM",2010,144170
42220,"Santa Rosa-Petaluma, CA",1990,388222
42220,"Santa Rosa-Petaluma, CA",2000,458614
42220,"Santa Rosa-Petaluma, CA",2010,483878
42340,"Savannah, GA",1990,258060
42340,"Savannah, GA",2000,293000
42340,"Savannah, GA",2010,347611
42540,"Scranton--Wilkes-Barre, PA",1990,575263
42540,"Scranton--Wilkes-Barre, PA",2000,560624
42540,"Scranton--Wilkes-Barre, PA",2010,563631
42660,"Seattle-Tacoma-Bellevue, WA",1990,2559169
42660,"Seattle-Tacoma-Bellevue, WA",2000,3043885
42660,"Seattle-Tacoma-Bellevue, WA",2010,3439809
42680,"Sebastian-Vero Beach, FL",1990,90208
42680,"Sebastian-Vero Beach, FL",2000,112947
42680,"Sebastian-Vero Beach, FL",2010,138028
43100,"Sheboygan, WI",1990,103877
43100,"Sheboygan, WI",2000,112646
43100,"Sheboygan, WI",2010,115507
43300,"Sherman-Denison, TX",1990,95021
43300,"Sherman-Denison, TX",2000,110595
43300,"Sherman-Denison, TX",2010,120877
43340,"Shreveport-Bossier City, LA",1990,359687
43340,"Shreveport-Bossier City, LA",2000,375965
43340,"Shreveport-Bossier City, LA",2010,398604
43580,"Sioux City, IA-NE-SD",1990,131350
43580,"Sioux City, IA-NE-SD",2000,143053
43580,"Sioux City, IA-NE-SD",2010,143577
43620,"Sioux Falls, SD",1990,153500
43620,"Sioux Falls, SD",2000,187093
43620,"Sioux Falls, SD",2010,228261
43780,"South Bend-Mishawaka, IN-MI",1990,296529
43780,"South Bend-Mishawaka, IN-MI",2000,316663
43780,"South Bend-Mishawaka, IN-MI",2010,319224
43900,"Spartanburg, SC",1990,226800
43900,"Spartanburg, SC",2000,253791
43900,"Spartanburg, SC",2010,284307
44060,"Spokane, WA",1990,361364
44060,"Spokane, WA",2000,417939
44060,"Spokane, WA",2010,471221
44100,"Springfield, IL",1990,189550
44100,"Springfield, IL",2000,201437
44100,"Springfield, IL",2010,210170
44140,"Springfield, MA",1990,672971
44140,"Springfield, MA",2000,680011
44140,"Springfield, MA",2010,692942
44180,"Springfield, MO",1990,298817
44180,"Springfield, MO",2000,368373
44180,"Springfield, MO",2010,436712
44220,"Springfield, OH",1990,147566
44220,"Springfield, OH",2000,144893
44220,"Springfield, OH",2010,138333
41060,"St. Cloud, MN",1990,148977
41060,"St. Cloud, MN",2000,167393
41060,"St. Cloud, MN",2010,189093
41100,"St. George, UT",1990,48560
41100,"St. George, UT",2000,90354
41100,"St. George, UT",2010,138115
41140,"St. Joseph, MO-KS",1990,115817
41140,"St. Joseph, MO-KS",2000,122337
41140,"St. Joseph, MO-KS",2010,127329
41180,"St. Louis, MO-IL",1990,2580889
41180,"St. Louis, MO-IL",2000,2698674
41180,"St. Louis, MO-IL",2010,2812896
44300,"State College, PA",1990,123793
44300,"State College, PA",2000,135764
44300,"State College, PA",2010,153990
44600,"Steubenville-Weirton, OH-WV",1990,142523
44600,"Steubenville-Weirton, OH-WV",2000,132005
44600,"Steubenville-Weirton, OH-WV",2010,124454
44700,"Stockton, CA",1990,480628
44700,"Stockton, CA",2000,563598
44700,"Stockton, CA",2010,685306
44940,"Sumter, SC",1990,102637
44940,"Sumter, SC",2000,104646
44940,"Sumter, SC",2010,107456
45060,"Syracuse, NY",1990,659864
45060,"Syracuse, NY",2000,650154
45060,"Syracuse, NY",2010,662577
45220,"Tallahassee, FL",1990,259096
45220,"Tallahassee, FL",2000,320304
45220,"Tallahassee, FL",2010,367413
45300,"Tampa-St. Petersburg-Clearwater, FL",1990,2067956
45300,"Tampa-St. Petersburg-Clearwater, FL",2000,2395993
45300,"Tampa-St. Petersburg-Clearwater, FL",2010,2783243
45460,"Terre Haute, IN",1990,166578
45460,"Terre Haute, IN",2000,170943
45460,"Terre Haute, IN",2010,172425
45500,"Texarkana, TX-Texarkana, AR",1990,120132
45500,"Texarkana, TX-Texarkana, AR",2000,129749
45500,"Texarkana, TX-Texarkana, AR",2010,136027
45780,"Toledo, OH",1990,654157
45780,"Toledo, OH",2000,659188
45780,"Toledo, OH",2010,651429
45820,"Topeka, KS",1990,210257
45820,"Topeka, KS",2000,224551
45820,"Topeka, KS",2010,233870
45940,"Trenton-Ewing, NJ",1990,325768
45940,"Trenton-Ewing, NJ",2000,350700
45940,"Trenton-Ewing, NJ",2010,366513
46060,"Tucson, AZ",1990,666881
46060,"Tucson, AZ",2000,843746
46060,"Tucson, AZ",2010,980263
46140,"Tulsa, OK",1990,761019
46140,"Tulsa, OK",2000,859531
46140,"Tulsa, OK",2010,937478
46220,"Tuscaloosa, AL",1990,176138
46220,"Tuscaloosa, AL",2000,192034
46220,"Tuscaloosa, AL",2010,219461
46340,"Tyler, TX",1990,151309
46340,"Tyler, TX",2000,174706
46340,"Tyler, TX",2010,209714
46540,"Utica-Rome, NY",1990,316631
46540,"Utica-Rome, NY",2000,299894
46540,"Utica-Rome, NY",2010,299397
46660,"Valdosta, GA",1990,99245
46660,"Valdosta, GA",2000,119561
46660,"Valdosta, GA",2010,139588
46700,"Vallejo-Fairfield, CA",1990,340276
46700,"Vallejo-Fairfield, CA",2000,394542
46700,"Vallejo-Fairfield, CA",2010,413344
47020,"Victoria, TX",1990,99394
47020,"Victoria, TX",2000,111663
47020,"Victoria, TX",2010,115384
47220,"Vineland-Millville-Bridgeton, NJ",1990,138051
47220,"Vineland-Millville-Bridgeton, NJ",2000,146437
47220,"Vineland-Millville-Bridgeton, NJ",2010,156898
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1990,1449389
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2000,1576370
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010,1671683
47300,"Visalia-Porterville, CA",1990,311928
47300,"Visalia-Porterville, CA",2000,368021
47300,"Visalia-Porterville, CA",2010,442179
47380,"Waco, TX",1990,189123
47380,"Waco, TX",2000,213517
47380,"Waco, TX",2010,234906
47580,"Warner Robins, GA",1990,89208
47580,"Warner Robins, GA",2000,110765
47580,"Warner Robins, GA",2010,139900
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990,4122980
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,4796245
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,5582170
47940,"Waterloo-Cedar Falls, IA",1990,158640
47940,"Waterloo-Cedar Falls, IA",2000,163706
47940,"Waterloo-Cedar Falls, IA",2010,167819
48140,"Wausau, WI",1990,115400
48140,"Wausau, WI",2000,125834
48140,"Wausau, WI",2010,134063
48300,"Wenatchee-East Wenatchee, WA",1990,78455
48300,"Wenatchee-East Wenatchee, WA",2000,99219
48300,"Wenatchee-East Wenatchee, WA",2010,110884
48540,"Wheeling, WV-OH",1990,159301
48540,"Wheeling, WV-OH",2000,153172
48540,"Wheeling, WV-OH",2010,147950
48660,"Wichita Falls, TX",1990,140375
48660,"Wichita Falls, TX",2000,151524
48660,"Wichita Falls, TX",2010,151306
48620,"Wichita, KS",1990,511111
48620,"Wichita, KS",2000,571166
48620,"Wichita, KS",2010,623061
48700,"Williamsport, PA",1990,118713
48700,"Williamsport, PA",2000,120048
48700,"Williamsport, PA",2010,116111
48900,"Wilmington, NC",1990,200124
48900,"Wilmington, NC",2000,274532
48900,"Wilmington, NC",2010,362315
49020,"Winchester, VA-WV",1990,84168
49020,"Winchester, VA-WV",2000,102997
49020,"Winchester, VA-WV",2010,128472
49180,"Winston-Salem, NC",1990,361363
49180,"Winston-Salem, NC",2000,421960
49180,"Winston-Salem, NC",2010,477717
49340,"Worcester, MA",1990,709681
49340,"Worcester, MA",2000,750935
49340,"Worcester, MA",2010,798552
49420,"Yakima, WA",1990,188817
49420,"Yakima, WA",2000,222571
49420,"Yakima, WA",2010,243231
49620,"York-Hanover, PA",1990,339575
49620,"York-Hanover, PA",2000,381752
49620,"York-Hanover, PA",2010,434972
49660,"Youngstown-Warren-Boardman, OH-PA",1990,613687
49660,"Youngstown-Warren-Boardman, OH-PA",2000,603016
49660,"Youngstown-Warren-Boardman, OH-PA",2010,565773
49700,"Yuba City, CA",1990,122650
49700,"Yuba City, CA",2000,139151
49700,"Yuba City, CA",2010,166892
49740,"Yuma, AZ",1990,106895
49740,"Yuma, AZ",2000,160026
49740,"Yuma, AZ",2010,195751
